"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 03 00:21:37 GMT 2022","Mon Oct 03 00:21:41 GMT 2022","3084","","Blog page","","","","Contain title ""VoIP"", after click ""VoIP Guide"" (example #2)",""
"passed","Mon Oct 03 00:22:39 GMT 2022","Mon Oct 03 00:22:44 GMT 2022","4863","","Main page","","","","Show Contact page after click on ""Talk to an expert",""
"passed","Mon Oct 03 00:21:32 GMT 2022","Mon Oct 03 00:21:33 GMT 2022","1789","","Blog page","","","","The page should contain the header ""Resource Hub""",""
"passed","Mon Oct 03 00:22:08 GMT 2022","Mon Oct 03 00:22:16 GMT 2022","8169","","Contact Us page","","","","Fill out the ""contact us"" form (example #1)",""
"passed","Mon Oct 03 00:22:30 GMT 2022","Mon Oct 03 00:22:34 GMT 2022","3813","","Main page","","","","See Sign up page, after click on ""Sign up""",""
"passed","Mon Oct 03 00:22:44 GMT 2022","Mon Oct 03 00:22:47 GMT 2022","3727","","Main page","","","","Show right href, after move to Products",""
"passed","Mon Oct 03 00:22:16 GMT 2022","Mon Oct 03 00:22:24 GMT 2022","8053","","Contact Us page","","","","Fill out the ""contact us"" form (example #2)",""
"passed","Mon Oct 03 00:21:41 GMT 2022","Mon Oct 03 00:21:44 GMT 2022","2886","","Blog page","","","","Contain title ""SIP Trunking"", after click ""SIP Trunk Guide"" (example #3)",""
"passed","Mon Oct 03 00:23:00 GMT 2022","Mon Oct 03 00:23:04 GMT 2022","3833","","Main page","","","","See LinkedIn page, after click on ""Connect on LinkedIn""",""
"passed","Mon Oct 03 00:22:34 GMT 2022","Mon Oct 03 00:22:39 GMT 2022","4764","","Main page","","","","Show email on register page, after enter email on main page",""
"passed","Mon Oct 03 00:22:02 GMT 2022","Mon Oct 03 00:22:08 GMT 2022","6443","","Contact Us page","","","","Form ""contact us"" with empty credentials",""
"passed","Mon Oct 03 00:21:55 GMT 2022","Mon Oct 03 00:21:58 GMT 2022","3091","","Blog page","","","","Contain title ""SHAKEN/STIR"", after click ""SHAKEN/STIR Guide"" (example #8)",""
"passed","Mon Oct 03 00:22:28 GMT 2022","Mon Oct 03 00:22:30 GMT 2022","2052","","Main page","","","","See all button menu on the main page",""
"passed","Mon Oct 03 00:22:51 GMT 2022","Mon Oct 03 00:22:56 GMT 2022","4391","","Main page","","","","See Documentation page, after click on ""Developer Docs""",""
"passed","Mon Oct 03 00:21:50 GMT 2022","Mon Oct 03 00:21:52 GMT 2022","2695","","Blog page","","","","Contain title ""Two-Factor Authentication"", after click ""Two-Factor Authentication Guide"" (example #6)",""
"passed","Mon Oct 03 00:23:18 GMT 2022","Mon Oct 03 00:23:24 GMT 2022","5489","","Sign Up page","","","","Registration with correct credentials",""
"passed","Mon Oct 03 00:21:47 GMT 2022","Mon Oct 03 00:21:49 GMT 2022","2825","","Blog page","","","","Contain title ""IoT"", after click ""IoT Guide"" (example #5)",""
"passed","Mon Oct 03 00:21:44 GMT 2022","Mon Oct 03 00:21:46 GMT 2022","2674","","Blog page","","","","Contain title ""WebRTC"", after click ""WebRTC Guide"" (example #4)",""
"passed","Mon Oct 03 00:23:04 GMT 2022","Mon Oct 03 00:23:10 GMT 2022","6068","","Main page","","","","See Twitter page, after click on ""Follow on Twitter""",""
"passed","Mon Oct 03 00:23:14 GMT 2022","Mon Oct 03 00:23:18 GMT 2022","3886","","Sign Up page","","","","Registration with empty credentials",""
"passed","Mon Oct 03 00:22:48 GMT 2022","Mon Oct 03 00:22:51 GMT 2022","3634","","Main page","","","","Show right href, after move to Pricing",""
"passed","Mon Oct 03 00:21:33 GMT 2022","Mon Oct 03 00:21:37 GMT 2022","3901","","Blog page","","","","Contain title ""SMS"", after click ""SMS Guide"" (example #1)",""
"passed","Mon Oct 03 00:22:56 GMT 2022","Mon Oct 03 00:23:00 GMT 2022","4300","","Main page","","","","See Facebook page, after click on ""Follow on Facebook""",""
"passed","Mon Oct 03 00:21:52 GMT 2022","Mon Oct 03 00:21:55 GMT 2022","2408","","Blog page","","","","Contain title ""Fax"", after click ""Fax Guide"" (example #7)",""
