"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 03 00:02:43 GMT 2022","Mon Oct 03 00:02:46 GMT 2022","2573","","Main page","","","","See LinkedIn page, after click on ""Connect on LinkedIn""",""
"passed","Mon Oct 03 00:02:09 GMT 2022","Mon Oct 03 00:02:16 GMT 2022","7094","","Contact Us page","","","","Fill out the ""contact us"" form (example #2)",""
"passed","Mon Oct 03 00:01:36 GMT 2022","Mon Oct 03 00:01:38 GMT 2022","2164","","Blog page","","","","Contain title ""VoIP"", after click ""VoIP Guide"" (example #2)",""
"passed","Mon Oct 03 00:01:40 GMT 2022","Mon Oct 03 00:01:43 GMT 2022","2612","","Blog page","","","","Contain title ""WebRTC"", after click ""WebRTC Guide"" (example #4)",""
"passed","Mon Oct 03 00:02:19 GMT 2022","Mon Oct 03 00:02:21 GMT 2022","2111","","Main page","","","","See all button menu on the main page",""
"passed","Mon Oct 03 00:01:49 GMT 2022","Mon Oct 03 00:01:52 GMT 2022","2463","","Blog page","","","","Contain title ""SHAKEN/STIR"", after click ""SHAKEN/STIR Guide"" (example #8)",""
"passed","Mon Oct 03 00:02:01 GMT 2022","Mon Oct 03 00:02:09 GMT 2022","7748","","Contact Us page","","","","Fill out the ""contact us"" form (example #1)",""
"passed","Mon Oct 03 00:02:31 GMT 2022","Mon Oct 03 00:02:33 GMT 2022","2628","","Main page","","","","Show right href, after move to Products",""
"passed","Mon Oct 03 00:01:38 GMT 2022","Mon Oct 03 00:01:40 GMT 2022","2211","","Blog page","","","","Contain title ""SIP Trunking"", after click ""SIP Trunk Guide"" (example #3)",""
"passed","Mon Oct 03 00:02:56 GMT 2022","Mon Oct 03 00:03:00 GMT 2022","3748","","Sign Up page","","","","Registration with correct credentials",""
"passed","Mon Oct 03 00:01:31 GMT 2022","Mon Oct 03 00:01:33 GMT 2022","1747","","Blog page","","","","The page should contain the header ""Resource Hub""",""
"passed","Mon Oct 03 00:01:45 GMT 2022","Mon Oct 03 00:01:47 GMT 2022","1834","","Blog page","","","","Contain title ""Two-Factor Authentication"", after click ""Two-Factor Authentication Guide"" (example #6)",""
"passed","Mon Oct 03 00:01:43 GMT 2022","Mon Oct 03 00:01:45 GMT 2022","2126","","Blog page","","","","Contain title ""IoT"", after click ""IoT Guide"" (example #5)",""
"passed","Mon Oct 03 00:01:55 GMT 2022","Mon Oct 03 00:02:01 GMT 2022","6325","","Contact Us page","","","","Form ""contact us"" with empty credentials",""
"passed","Mon Oct 03 00:02:21 GMT 2022","Mon Oct 03 00:02:24 GMT 2022","2844","","Main page","","","","See Sign up page, after click on ""Sign up""",""
"passed","Mon Oct 03 00:02:37 GMT 2022","Mon Oct 03 00:02:40 GMT 2022","3239","","Main page","","","","See Documentation page, after click on ""Developer Docs""",""
"passed","Mon Oct 03 00:02:46 GMT 2022","Mon Oct 03 00:02:49 GMT 2022","3582","","Main page","","","","See Twitter page, after click on ""Follow on Twitter""",""
"passed","Mon Oct 03 00:01:47 GMT 2022","Mon Oct 03 00:01:49 GMT 2022","2047","","Blog page","","","","Contain title ""Fax"", after click ""Fax Guide"" (example #7)",""
"passed","Mon Oct 03 00:02:53 GMT 2022","Mon Oct 03 00:02:56 GMT 2022","3209","","Sign Up page","","","","Registration with empty credentials",""
"passed","Mon Oct 03 00:01:33 GMT 2022","Mon Oct 03 00:01:35 GMT 2022","2505","","Blog page","","","","Contain title ""SMS"", after click ""SMS Guide"" (example #1)",""
"passed","Mon Oct 03 00:02:33 GMT 2022","Mon Oct 03 00:02:37 GMT 2022","3339","","Main page","","","","Show right href, after move to Pricing",""
"passed","Mon Oct 03 00:02:27 GMT 2022","Mon Oct 03 00:02:31 GMT 2022","3280","","Main page","","","","Show Contact page after click on ""Talk to an expert",""
"passed","Mon Oct 03 00:02:40 GMT 2022","Mon Oct 03 00:02:43 GMT 2022","2948","","Main page","","","","See Facebook page, after click on ""Follow on Facebook""",""
"passed","Mon Oct 03 00:02:24 GMT 2022","Mon Oct 03 00:02:27 GMT 2022","3438","","Main page","","","","Show email on register page, after enter email on main page",""
