"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 03 00:25:20 GMT 2022","Mon Oct 03 00:25:22 GMT 2022","2217","","Blog page","","","","Contain title ""Two-Factor Authentication"", after click ""Two-Factor Authentication Guide"" (example #6)",""
"passed","Mon Oct 03 00:25:11 GMT 2022","Mon Oct 03 00:25:13 GMT 2022","2073","","Blog page","","","","Contain title ""VoIP"", after click ""VoIP Guide"" (example #2)",""
"passed","Mon Oct 03 00:26:10 GMT 2022","Mon Oct 03 00:26:13 GMT 2022","3159","","Main page","","","","See Documentation page, after click on ""Developer Docs""",""
"passed","Mon Oct 03 00:26:17 GMT 2022","Mon Oct 03 00:26:20 GMT 2022","2657","","Main page","","","","See LinkedIn page, after click on ""Connect on LinkedIn""",""
"passed","Mon Oct 03 00:26:05 GMT 2022","Mon Oct 03 00:26:08 GMT 2022","2605","","Main page","","","","Show right href, after move to Products",""
"passed","Mon Oct 03 00:25:52 GMT 2022","Mon Oct 03 00:25:54 GMT 2022","1982","","Main page","","","","See all button menu on the main page",""
"passed","Mon Oct 03 00:25:07 GMT 2022","Mon Oct 03 00:25:11 GMT 2022","3307","","Blog page","","","","Contain title ""SMS"", after click ""SMS Guide"" (example #1)",""
"passed","Mon Oct 03 00:25:16 GMT 2022","Mon Oct 03 00:25:18 GMT 2022","2230","","Blog page","","","","Contain title ""WebRTC"", after click ""WebRTC Guide"" (example #4)",""
"passed","Mon Oct 03 00:25:18 GMT 2022","Mon Oct 03 00:25:20 GMT 2022","2205","","Blog page","","","","Contain title ""IoT"", after click ""IoT Guide"" (example #5)",""
"passed","Mon Oct 03 00:25:57 GMT 2022","Mon Oct 03 00:26:01 GMT 2022","4022","","Main page","","","","Show email on register page, after enter email on main page",""
"passed","Mon Oct 03 00:26:08 GMT 2022","Mon Oct 03 00:26:10 GMT 2022","2557","","Main page","","","","Show right href, after move to Pricing",""
"passed","Mon Oct 03 00:25:42 GMT 2022","Mon Oct 03 00:25:50 GMT 2022","7302","","Contact Us page","","","","Fill out the ""contact us"" form (example #2)",""
"passed","Mon Oct 03 00:25:35 GMT 2022","Mon Oct 03 00:25:42 GMT 2022","7281","","Contact Us page","","","","Fill out the ""contact us"" form (example #1)",""
"passed","Mon Oct 03 00:25:06 GMT 2022","Mon Oct 03 00:25:07 GMT 2022","1651","","Blog page","","","","The page should contain the header ""Resource Hub""",""
"passed","Mon Oct 03 00:26:31 GMT 2022","Mon Oct 03 00:26:35 GMT 2022","4011","","Sign Up page","","","","Registration with correct credentials",""
"passed","Mon Oct 03 00:25:29 GMT 2022","Mon Oct 03 00:25:35 GMT 2022","5470","","Contact Us page","","","","Form ""contact us"" with empty credentials",""
"passed","Mon Oct 03 00:26:02 GMT 2022","Mon Oct 03 00:26:05 GMT 2022","3490","","Main page","","","","Show Contact page after click on ""Talk to an expert",""
"passed","Mon Oct 03 00:25:22 GMT 2022","Mon Oct 03 00:25:24 GMT 2022","2022","","Blog page","","","","Contain title ""Fax"", after click ""Fax Guide"" (example #7)",""
"passed","Mon Oct 03 00:26:14 GMT 2022","Mon Oct 03 00:26:17 GMT 2022","3324","","Main page","","","","See Facebook page, after click on ""Follow on Facebook""",""
"passed","Mon Oct 03 00:25:25 GMT 2022","Mon Oct 03 00:25:26 GMT 2022","1930","","Blog page","","","","Contain title ""SHAKEN/STIR"", after click ""SHAKEN/STIR Guide"" (example #8)",""
"passed","Mon Oct 03 00:26:28 GMT 2022","Mon Oct 03 00:26:31 GMT 2022","3199","","Sign Up page","","","","Registration with empty credentials",""
"passed","Mon Oct 03 00:25:54 GMT 2022","Mon Oct 03 00:25:57 GMT 2022","2863","","Main page","","","","See Sign up page, after click on ""Sign up""",""
"passed","Mon Oct 03 00:25:13 GMT 2022","Mon Oct 03 00:25:16 GMT 2022","2652","","Blog page","","","","Contain title ""SIP Trunking"", after click ""SIP Trunk Guide"" (example #3)",""
"passed","Mon Oct 03 00:26:20 GMT 2022","Mon Oct 03 00:26:25 GMT 2022","4804","","Main page","","","","See Twitter page, after click on ""Follow on Twitter""",""
