"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 03 00:17:34 GMT 2022","Mon Oct 03 00:17:38 GMT 2022","3716","","Main page","","","","Show Contact page after click on ""Talk to an expert",""
"passed","Mon Oct 03 00:16:41 GMT 2022","Mon Oct 03 00:16:43 GMT 2022","2373","","Blog page","","","","Contain title ""SIP Trunking"", after click ""SIP Trunk Guide"" (example #3)",""
"passed","Mon Oct 03 00:16:48 GMT 2022","Mon Oct 03 00:16:50 GMT 2022","2251","","Blog page","","","","Contain title ""Two-Factor Authentication"", after click ""Two-Factor Authentication Guide"" (example #6)",""
"passed","Mon Oct 03 00:16:43 GMT 2022","Mon Oct 03 00:16:46 GMT 2022","2342","","Blog page","","","","Contain title ""WebRTC"", after click ""WebRTC Guide"" (example #4)",""
"passed","Mon Oct 03 00:17:30 GMT 2022","Mon Oct 03 00:17:34 GMT 2022","3923","","Main page","","","","Show email on register page, after enter email on main page",""
"passed","Mon Oct 03 00:17:24 GMT 2022","Mon Oct 03 00:17:26 GMT 2022","1941","","Main page","","","","See all button menu on the main page",""
"passed","Mon Oct 03 00:17:48 GMT 2022","Mon Oct 03 00:17:51 GMT 2022","3344","","Main page","","","","See Facebook page, after click on ""Follow on Facebook""",""
"passed","Mon Oct 03 00:16:38 GMT 2022","Mon Oct 03 00:16:41 GMT 2022","2760","","Blog page","","","","Contain title ""VoIP"", after click ""VoIP Guide"" (example #2)",""
"passed","Mon Oct 03 00:18:06 GMT 2022","Mon Oct 03 00:18:11 GMT 2022","4795","","Sign Up page","","","","Registration with correct credentials",""
"passed","Mon Oct 03 00:17:44 GMT 2022","Mon Oct 03 00:17:48 GMT 2022","3917","","Main page","","","","See Documentation page, after click on ""Developer Docs""",""
"passed","Mon Oct 03 00:17:26 GMT 2022","Mon Oct 03 00:17:30 GMT 2022","3640","","Main page","","","","See Sign up page, after click on ""Sign up""",""
"passed","Mon Oct 03 00:18:03 GMT 2022","Mon Oct 03 00:18:06 GMT 2022","3382","","Sign Up page","","","","Registration with empty credentials",""
"passed","Mon Oct 03 00:16:33 GMT 2022","Mon Oct 03 00:16:35 GMT 2022","2726","","Blog page","","","","The page should contain the header ""Resource Hub""",""
"passed","Mon Oct 03 00:16:53 GMT 2022","Mon Oct 03 00:16:55 GMT 2022","2040","","Blog page","","","","Contain title ""SHAKEN/STIR"", after click ""SHAKEN/STIR Guide"" (example #8)",""
"passed","Mon Oct 03 00:17:51 GMT 2022","Mon Oct 03 00:17:54 GMT 2022","3187","","Main page","","","","See LinkedIn page, after click on ""Connect on LinkedIn""",""
"passed","Mon Oct 03 00:17:54 GMT 2022","Mon Oct 03 00:17:59 GMT 2022","4250","","Main page","","","","See Twitter page, after click on ""Follow on Twitter""",""
"passed","Mon Oct 03 00:16:46 GMT 2022","Mon Oct 03 00:16:48 GMT 2022","2184","","Blog page","","","","Contain title ""IoT"", after click ""IoT Guide"" (example #5)",""
"passed","Mon Oct 03 00:17:38 GMT 2022","Mon Oct 03 00:17:41 GMT 2022","3207","","Main page","","","","Show right href, after move to Products",""
"passed","Mon Oct 03 00:16:59 GMT 2022","Mon Oct 03 00:17:05 GMT 2022","5988","","Contact Us page","","","","Form ""contact us"" with empty credentials",""
"passed","Mon Oct 03 00:16:51 GMT 2022","Mon Oct 03 00:16:53 GMT 2022","2537","","Blog page","","","","Contain title ""Fax"", after click ""Fax Guide"" (example #7)",""
"passed","Mon Oct 03 00:17:05 GMT 2022","Mon Oct 03 00:17:13 GMT 2022","8117","","Contact Us page","","","","Fill out the ""contact us"" form (example #1)",""
"passed","Mon Oct 03 00:16:35 GMT 2022","Mon Oct 03 00:16:38 GMT 2022","2601","","Blog page","","","","Contain title ""SMS"", after click ""SMS Guide"" (example #1)",""
"passed","Mon Oct 03 00:17:13 GMT 2022","Mon Oct 03 00:17:20 GMT 2022","7686","","Contact Us page","","","","Fill out the ""contact us"" form (example #2)",""
"passed","Mon Oct 03 00:17:41 GMT 2022","Mon Oct 03 00:17:44 GMT 2022","2916","","Main page","","","","Show right href, after move to Pricing",""
