"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 03 00:24:32 GMT 2022","Mon Oct 03 00:24:39 GMT 2022","6914","","Contact Us page","","","","Fill out the ""contact us"" form (example #1)",""
"passed","Mon Oct 03 00:25:08 GMT 2022","Mon Oct 03 00:25:10 GMT 2022","2817","","Main page","","","","See Facebook page, after click on ""Follow on Facebook""",""
"passed","Mon Oct 03 00:24:54 GMT 2022","Mon Oct 03 00:24:56 GMT 2022","2932","","Main page","","","","Show email on register page, after enter email on main page",""
"passed","Mon Oct 03 00:24:56 GMT 2022","Mon Oct 03 00:25:00 GMT 2022","3391","","Main page","","","","Show Contact page after click on ""Talk to an expert",""
"passed","Mon Oct 03 00:24:39 GMT 2022","Mon Oct 03 00:24:46 GMT 2022","7064","","Contact Us page","","","","Fill out the ""contact us"" form (example #2)",""
"passed","Mon Oct 03 00:24:10 GMT 2022","Mon Oct 03 00:24:12 GMT 2022","1962","","Blog page","","","","Contain title ""VoIP"", after click ""VoIP Guide"" (example #2)",""
"passed","Mon Oct 03 00:24:49 GMT 2022","Mon Oct 03 00:24:51 GMT 2022","1736","","Main page","","","","See all button menu on the main page",""
"passed","Mon Oct 03 00:24:12 GMT 2022","Mon Oct 03 00:24:14 GMT 2022","2007","","Blog page","","","","Contain title ""SIP Trunking"", after click ""SIP Trunk Guide"" (example #3)",""
"passed","Mon Oct 03 00:24:20 GMT 2022","Mon Oct 03 00:24:22 GMT 2022","1704","","Blog page","","","","Contain title ""Fax"", after click ""Fax Guide"" (example #7)",""
"passed","Mon Oct 03 00:24:51 GMT 2022","Mon Oct 03 00:24:53 GMT 2022","2513","","Main page","","","","See Sign up page, after click on ""Sign up""",""
"passed","Mon Oct 03 00:25:02 GMT 2022","Mon Oct 03 00:25:05 GMT 2022","2207","","Main page","","","","Show right href, after move to Pricing",""
"passed","Mon Oct 03 00:25:20 GMT 2022","Mon Oct 03 00:25:22 GMT 2022","2736","","Sign Up page","","","","Registration with empty credentials",""
"passed","Mon Oct 03 00:24:22 GMT 2022","Mon Oct 03 00:24:24 GMT 2022","1955","","Blog page","","","","Contain title ""SHAKEN/STIR"", after click ""SHAKEN/STIR Guide"" (example #8)",""
"passed","Mon Oct 03 00:25:23 GMT 2022","Mon Oct 03 00:25:26 GMT 2022","3462","","Sign Up page","","","","Registration with correct credentials",""
"passed","Mon Oct 03 00:24:08 GMT 2022","Mon Oct 03 00:24:10 GMT 2022","2230","","Blog page","","","","Contain title ""SMS"", after click ""SMS Guide"" (example #1)",""
"passed","Mon Oct 03 00:24:27 GMT 2022","Mon Oct 03 00:24:32 GMT 2022","5361","","Contact Us page","","","","Form ""contact us"" with empty credentials",""
"passed","Mon Oct 03 00:24:16 GMT 2022","Mon Oct 03 00:24:18 GMT 2022","1994","","Blog page","","","","Contain title ""IoT"", after click ""IoT Guide"" (example #5)",""
"passed","Mon Oct 03 00:24:06 GMT 2022","Mon Oct 03 00:24:08 GMT 2022","1972","","Blog page","","","","The page should contain the header ""Resource Hub""",""
"passed","Mon Oct 03 00:25:05 GMT 2022","Mon Oct 03 00:25:08 GMT 2022","2786","","Main page","","","","See Documentation page, after click on ""Developer Docs""",""
"passed","Mon Oct 03 00:25:13 GMT 2022","Mon Oct 03 00:25:17 GMT 2022","3652","","Main page","","","","See Twitter page, after click on ""Follow on Twitter""",""
"passed","Mon Oct 03 00:24:18 GMT 2022","Mon Oct 03 00:24:20 GMT 2022","1777","","Blog page","","","","Contain title ""Two-Factor Authentication"", after click ""Two-Factor Authentication Guide"" (example #6)",""
"passed","Mon Oct 03 00:24:14 GMT 2022","Mon Oct 03 00:24:16 GMT 2022","1852","","Blog page","","","","Contain title ""WebRTC"", after click ""WebRTC Guide"" (example #4)",""
"passed","Mon Oct 03 00:25:00 GMT 2022","Mon Oct 03 00:25:02 GMT 2022","2488","","Main page","","","","Show right href, after move to Products",""
"passed","Mon Oct 03 00:25:10 GMT 2022","Mon Oct 03 00:25:13 GMT 2022","2484","","Main page","","","","See LinkedIn page, after click on ""Connect on LinkedIn""",""
