"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 02 23:31:48 GMT 2022","Sun Oct 02 23:31:52 GMT 2022","3721","","Main page","","","","See Twitter page, after click on ""Follow on Twitter""",""
"passed","Sun Oct 02 23:30:54 GMT 2022","Sun Oct 02 23:30:59 GMT 2022","5590","","Contact Us page","","","","Form ""contact us"" with empty credentials",""
"passed","Sun Oct 02 23:31:32 GMT 2022","Sun Oct 02 23:31:35 GMT 2022","3014","","Main page","","","","Show right href, after move to Products",""
"passed","Sun Oct 02 23:30:29 GMT 2022","Sun Oct 02 23:30:31 GMT 2022","1786","","Blog page","","","","The page should contain the header ""Resource Hub""",""
"passed","Sun Oct 02 23:31:56 GMT 2022","Sun Oct 02 23:31:59 GMT 2022","3351","","Sign Up page","","","","Registration with empty credentials",""
"passed","Sun Oct 02 23:31:20 GMT 2022","Sun Oct 02 23:31:23 GMT 2022","3892","","Main page","","","","See Sign up page, after click on ""Sign up""",""
"passed","Sun Oct 02 23:31:28 GMT 2022","Sun Oct 02 23:31:32 GMT 2022","4007","","Main page","","","","Show Contact page after click on ""Talk to an expert",""
"passed","Sun Oct 02 23:30:39 GMT 2022","Sun Oct 02 23:30:41 GMT 2022","2174","","Blog page","","","","Contain title ""WebRTC"", after click ""WebRTC Guide"" (example #4)",""
"passed","Sun Oct 02 23:31:18 GMT 2022","Sun Oct 02 23:31:19 GMT 2022","1840","","Main page","","","","See all button menu on the main page",""
"passed","Sun Oct 02 23:31:46 GMT 2022","Sun Oct 02 23:31:48 GMT 2022","2880","","Main page","","","","See LinkedIn page, after click on ""Connect on LinkedIn""",""
"passed","Sun Oct 02 23:30:41 GMT 2022","Sun Oct 02 23:30:43 GMT 2022","2147","","Blog page","","","","Contain title ""IoT"", after click ""IoT Guide"" (example #5)",""
"passed","Sun Oct 02 23:30:59 GMT 2022","Sun Oct 02 23:31:07 GMT 2022","7684","","Contact Us page","","","","Fill out the ""contact us"" form (example #1)",""
"passed","Sun Oct 02 23:31:38 GMT 2022","Sun Oct 02 23:31:42 GMT 2022","4029","","Main page","","","","See Documentation page, after click on ""Developer Docs""",""
"passed","Sun Oct 02 23:31:59 GMT 2022","Sun Oct 02 23:32:04 GMT 2022","4675","","Sign Up page","","","","Registration with correct credentials",""
"passed","Sun Oct 02 23:31:35 GMT 2022","Sun Oct 02 23:31:38 GMT 2022","2656","","Main page","","","","Show right href, after move to Pricing",""
"passed","Sun Oct 02 23:30:31 GMT 2022","Sun Oct 02 23:30:33 GMT 2022","2863","","Blog page","","","","Contain title ""SMS"", after click ""SMS Guide"" (example #1)",""
"passed","Sun Oct 02 23:30:46 GMT 2022","Sun Oct 02 23:30:48 GMT 2022","1981","","Blog page","","","","Contain title ""Fax"", after click ""Fax Guide"" (example #7)",""
"passed","Sun Oct 02 23:31:07 GMT 2022","Sun Oct 02 23:31:14 GMT 2022","7486","","Contact Us page","","","","Fill out the ""contact us"" form (example #2)",""
"passed","Sun Oct 02 23:30:36 GMT 2022","Sun Oct 02 23:30:39 GMT 2022","2630","","Blog page","","","","Contain title ""SIP Trunking"", after click ""SIP Trunk Guide"" (example #3)",""
"passed","Sun Oct 02 23:30:43 GMT 2022","Sun Oct 02 23:30:46 GMT 2022","2441","","Blog page","","","","Contain title ""Two-Factor Authentication"", after click ""Two-Factor Authentication Guide"" (example #6)",""
"passed","Sun Oct 02 23:30:34 GMT 2022","Sun Oct 02 23:30:36 GMT 2022","2607","","Blog page","","","","Contain title ""VoIP"", after click ""VoIP Guide"" (example #2)",""
"passed","Sun Oct 02 23:30:48 GMT 2022","Sun Oct 02 23:30:50 GMT 2022","2152","","Blog page","","","","Contain title ""SHAKEN/STIR"", after click ""SHAKEN/STIR Guide"" (example #8)",""
"passed","Sun Oct 02 23:31:42 GMT 2022","Sun Oct 02 23:31:45 GMT 2022","3407","","Main page","","","","See Facebook page, after click on ""Follow on Facebook""",""
"passed","Sun Oct 02 23:31:24 GMT 2022","Sun Oct 02 23:31:28 GMT 2022","4362","","Main page","","","","Show email on register page, after enter email on main page",""
